tconst	primaryTitle	startYear
tt0077405	Days of Heaven	1978
tt0077408	Death Dimension	1978
tt0077409	Death Drug	1978
tt0077413	Death on the Nile	1978
tt0077414	Deathsport	1978
tt0077415	Debbie Does Dallas	1978
tt0077416	The Deer Hunter	1978
tt0077420	Hallucinations of a Deranged Mind	1978
tt0077421	Despair	1978
tt0077427	Germany in Autumn	1978
tt0077430	The House by the Edge of the Lake	1979
tt0077435	A Different Story	1978
tt0077438	El diputado	1978
tt0077449	Doctor Vlimmen	1977
tt0077450	Dominique	1979
tt0077451	Don	1978
tt0077452	Dona Flor and Her Two Husbands	1976
tt0077463	Double Suicide of Sonezaki	1978
tt0077465	Where Are You Going on Holiday?	1978
tt0077474	The Driver	1978
tt0077485	Effects	1979
tt0077491	El Paso Wrecking Corp.	1978
tt0077492	Hungarian Rhapsody	1979
tt0077497	Emmanuelle 3	1977
tt0077504	The End	1978
tt0077505	Red Rings of Fear	1978
tt0077519	Eutanasia di un amore	1978
tt0077520	Escape from Women's Prison	1978
tt0077523	Every Which Way But Loose	1978
tt0077524	The Evil	1978
tt0077525	Massacre Mafia Style	1974
tt0077530	Eyes of Laura Mars	1978
tt0077531	F.I.S.T.	1978
tt0077532	FM	1978
tt0077533	Faces of Death	1978
tt0077534	Fairy Tales	1978
tt0077538	Enter the Fat Dragon	1978
tt0077539	Fedora	1978
tt0077541	Magnificent Bodyguards	1978
tt0077542	The Crying Woman	1979
tt0077547	Filming 'Othello'	1978
tt0077549	Fingers	1978
tt0077558	Five Superfighters	1979
tt0077559	Five Deadly Venoms	1978
tt0077563	Cop or Hood	1979
tt0077567	The Sleep of Death	1980
tt0077572	Force 10 from Navarone	1978
tt0077573	The Foreigner	1978
tt0077578	Foul Play	1978
tt0077587	The Further Adventures of the Wilderness Family	1978
tt0077588	The Fury	1978
tt0077590	Fäbodjäntan	1978
tt0077593	Seagulls Fly Low	1978
tt0077594	Game of Death	1978
tt0077597	Gas Pump Girls	1979
tt0077598	Gates of Heaven	1978
tt0077599	Gay USA	1977
tt0077611	Atrocious Tales of Love and Death	1979
tt0077613	Girlfriends	1978
tt0077614	The Glove	1979
tt0077615	The Glass Cell	1978
tt0077617	Go Tell the Spartans	1978
tt0077621	Goin' South	1978
tt0077629	Gray Lady Down	1978
tt0077630	Grayeagle	1977
tt0077631	Grease	1978
tt0077636	The Greek Tycoon	1978
tt0077640	The War of the Robots	1978
tt0077651	Halloween	1978
tt0077655	Last Hurrah for Chivalry	1979
tt0077660	Harper Valley P.T.A.	1978
tt0077663	Heaven Can Wait	1978
tt0077664	Heaven Sword and Dragon Sabre	1978
tt0077665	Heaven Sword and Dragon Sabre 2	1978
tt0077668	Here Come the Tigers	1978
tt0077669	A Hero Ain't Nothin' But a Sandwich	1977
tt0077673	Firebird: Daybreak Chapter	1978
tt0077679	High-Ballin'	1978
tt0077681	The Hills Have Eyes	1977
tt0077682	Little Lips	1978
tt0077689	The Last Romantic Lover	1978
tt0077692	L'homme en colère	1979
tt0077696	Hooper	1978
tt0077698	Hot Lead and Cold Feet	1978
tt0077699	House Calls	1978
tt0077706	Hurra - Die Schwedinnen sind da	1978
tt0077707	The Hypothesis of the Stolen Painting	1978
tt0077710	Holiday Hotel	1978
tt0077711	Autumn Sonata	1978
tt0077712	I Miss You, Hugs and Kisses	1978
tt0077713	I Spit on Your Grave	1978
tt0077714	I Wanna Hold Your Hand	1978
tt0077716	Ice Castles	1978
tt0077720	If Ever I See You Again	1978
tt0077723	These Kids Are Grown-Ups	1979
tt0077726	Cock Crows at Eleven	1978
tt0077729	In a Year with 13 Moons	1978
tt0077732	Night Nurse	1979
tt0077734	Traffic Jam	1979
tt0077737	The Schoolteacher Goes to Boys' High	1978
tt0077738	The School Teacher in the House	1978
tt0077740	Insiang	1976
tt0077742	Interiors	1978
tt0077743	International Velvet	1978
tt0077745	Invasion of the Body Snatchers	1978
tt0077751	Alexandria... Why?	1979
tt0077756	It Lives Again	1978
tt0077766	Jaws 2	1978
tt0077767	I Burn All Over	1979
tt0077768	I'm Shy, But I'll Heal	1978
tt0077770	Avenging Warriors of Shaolin	1979
tt0077775	Joi Baba Felunath: The Elephant God	1979
tt0077783	Junoon	1979
tt0077792	Kasme Vaade	1978
tt0077800	Killer Fish	1979
tt0077807	King of the Gypsies	1978
tt0077808	The Kirlian Witness	1978
tt0077814	Kochaj albo rzuc	1977
tt0077816	Panic in High School	1978
tt0077821	Ball Lightning	1979
tt0077824	Kärleksön	1977
tt0077827	Lady Oscar	1979
tt0077831	Dirty Tiger, Crazy Frog	1978
tt0077834	Laserblast	1978
tt0077838	The Last Waltz	1978
tt0077844	Legacy of Blood	1978
tt0077848	Let Me Die a Woman	1977
tt0077850	Bruce Lee: The Man, the Myth	1976
tt0077851	The Highschool Girl Repeating Class	1978
tt0077864	They Called Him Bulldozer	1978
tt0077868	The Avenging Eagle	1978
tt0077869	The Lord of the Rings	1978
tt0077877	The Lucifer Complex	1978
tt0077878	Lucio Flavio	1977
tt0077879	Lude godine	1977
tt0077883	Love Between the Raindrops	1980
tt0077888	The Mafu Cage	1978
tt0077889	Magic	1978
tt0077891	Hungarians	1978
tt0077892	The Contract	1978
tt0077895	Malibu Beach	1978
tt0077904	The Manitou	1978
tt0077912	Mardi Gras Massacre	1978
tt0077914	Martin	1977
tt0077917	Matilda	1978
tt0077918	The Payoff	1978
tt0077921	The Medusa Touch	1978
tt0077924	Knife in the Head	1978
tt0077925	The Messiah	1975
tt0077928	Midnight Express	1978
tt0077932	Killer's Delight	1978
tt0077941	Molière	1978
tt0077942	Moment by Moment	1978
tt0077944	Money Movers	1978
tt0077945	Slave of the Cannibal God	1978
tt0077946	Montreal Main	1974
tt0077947	Moritz, Dear Moritz	1978
tt0077952	Movie Movie	1978
tt0077958	Emanuelle - A Woman from a Hot Country	1978
tt0077962	My Boys Are Good Boys	1979
tt0077964	My Way Home	1978
tt0077965	Mysteries	1978
tt0077968	Men Can't Be Raped	1978
tt0077969	The Stud Farm	1978
tt0077973	Invincible Shaolin	1978
tt0077975	National Lampoon's Animal House	1978
tt0077986	Newsfront	1978
tt0077987	Nicole	1976
tt0077992	The Night, the Prowler	1978
tt0077993	Nighthawks	1978
tt0078007	The Norseman	1978
tt0078008	Northern Lights	1978
tt0078012	Viva Italia!	1977
tt0078015	Eyes Behind the Stars	1978
tt0078018	Stop Fooling Around... Soldier!	1977
tt0078021	Blindfolded Eyes	1978
tt0078024	Oliver's Story	1978
tt0078025	Olly, Olly, Oxen Free	1978
tt0078034	The One and Only	1978
tt0078039	Org	1979
tt0078044	The Other Side of the Mountain: Part II	1978
tt0078047	Our Winning Season	1978
tt0078053	Two Female Spies with Flowered Panties	1980
tt0078054	Beauty and the Beast	1978
tt0078055	Papaya: Love Goddess of the Cannibals	1978
tt0078056	Paradise Alley	1978
tt0078058	Odds and Evens	1978
tt0078059	The Lion's Share	1978
tt0078062	The Clonus Horror	1979
tt0078066	Pastorale 1943	1978
tt0078067	Patrick	1978
tt0078073	Perceval	1978
tt0078077	The Grapes of Death	1978
tt0078078	Petey Wheatstraw	1977
tt0078080	Les petites fugues	1979
tt0078084	The Adventures of Picasso	1978
tt0078087	Piranha	1978
tt0078089	Planet of Dinosaurs	1977
tt0078092	The Playbirds	1978
tt0078102	Popcorn und Himbeereis	1978
tt0078111	Pretty Baby	1978
tt0078113	Primitif	1978
tt0078119	The Prophet, the Gold and the Transylvanians	1978
tt0078122	Get Out Your Handkerchiefs	1978
tt0078128	Spiritual Kung Fu	1978
tt0078147	The Kingdom of Naples	1978
tt0078150	Remember My Name	1978
tt0078152	The Meetings of Anna	1978
tt0078158	Return from Witch Mountain	1978
tt0078162	Revansa	1978
tt0078163	Revenge of the Pink Panther	1978
tt0078164	Rhinegold	1978
tt0078170	Roads to the South	1978
tt0078171	Robert et Robert	1978
tt0078187	Lupin the 3rd: The Mystery of Mamo	1978
tt0078192	The Priest	1978
tt0078199	Same Time, Next Year	1978
tt0078203	Sasquatch: The Legend of Bigfoot	1976
tt0078204	Satyam Shivam Sundaram: Love Sublime	1978
tt0078205	Scared Straight!	1978
tt0078210	Carnal Campus	1978
tt0078212	The Swissmakers	1978
tt0078215	The Sea Gypsies	1978
tt0078222	Seeta Aur Geeta	1972
tt0078224	Silver Saddle	1978
tt0078227	Semi-Tough	1977
tt0078231	September 30, 1955	1977
tt0078235	The Last House on the Beach	1978
tt0078238	Sextette	1977
tt0078239	Sgt. Pepper's Lonely Hearts Club Band	1978
tt0078240	The Shadow of Chikara	1977
tt0078243	The 36th Chamber of Shaolin	1978
tt0078249	The Brave Archer	1977
tt0078250	The Brave Archer Part II	1978
tt0078251	Snake and Crane Arts of Shaolin	1978
tt0078252	Snake in the Eagle's Shadow	1978
tt0078253	Shaolin Handlock	1978
tt0078256	Blood Feud	1978
tt0078257	Shla sobaka po royalyu	1979
tt0078259	The Shout	1978
tt0078264	Seven Freckles	1978
tt0078269	The Silent Partner	1978
tt0078277	Spawn of the Slithis	1978
tt0078278	Slow Dancing in the Big City	1978
tt0078283	Death of a President	1977
tt0078288	The Bloodstained Shadow	1978
tt0078290	The Soldier with Great Maneuvers	1978
tt0078299	Desiderium	1978
tt0078300	The Sister of Ursula	1978
tt0078310	The Spiral	1978
tt0078312	Little Italy	1978
tt0078317	Star Odyssey	1979
tt0078318	Starhops	1978
tt0078320	Breakthrough	1979
tt0078321	Stevie	1978
tt0078326	Straight Time	1978
tt0078333	The Stud	1978
tt0078335	Stunt Rock	1978
tt0078336	Stunt Squad	1977
tt0078342	Sunset Cove	1978
tt0078343	The Killer Nun	1979
tt0078344	Sister Emanuelle	1977
tt0078346	Superman	1978
tt0078349	Swan Lake	1981
tt0078350	The Swarm	1978
tt0078351	Sweeney 2	1978
tt0078352	Swordsman and Enchantress	1978
tt0078355	The Herd	1978
tt0078356	Tusk	1980
tt0078357	The Secret of Steel City	1979
tt0078360	Shaolin Mantis	1978
tt0078377	The Witness	1978
tt0078382	Thank God It's Friday	1978
tt0078384	They Went That-A-Way & That-A-Way	1978
tt0078386	Third Base	1978
tt0078389	The Thirty Nine Steps	1978
tt0078393	Bastard Swordsman	1983
tt0078397	The Tiger	1978
tt0078398	Ilsa the Tigress of Siberia	1977
tt0078404	Tobi	1978
tt0078405	The Toolbox Murders	1978
tt0078408	Double Game	1977
tt0078417	The Bermuda Triangle	1978
tt0078418	Trishul	1978
tt0078419	Trocadero Lemon Blue	1978
tt0078428	Two Champions of Death	1980
tt0078435	Message from Space	1978
tt0078439	Un papillon sur l'épaule	1978
tt0078441	Un si joli village...	1979
tt0078442	Uncle Joe Shannon	1978
tt0078444	An Unmarried Woman	1978
tt0078445	Un uomo in ginocchio	1979
tt0078446	Up in Smoke	1978
tt0078447	The Uranium Conspiracy	1978
tt0078456	The Vengeful Beauty	1978
tt0078458	Paradise Lost	1978
tt0078464	Wanna See My Beautiful Navel?	1978
tt0078466	The Dawn Rapists	1978
tt0078467	Violette	1978
tt0078474	Warlords of the Deep	1978
tt0078477	The Water Babies	1978
tt0078480	Watership Down	1978
tt0078481	A Wedding	1978
tt0078490	Who'll Stop the Rain	1978
tt0078492	The Wild Geese	1978
tt0078504	The Wiz	1978
tt0078513	Yagyu Clan Conspiracy	1978
tt0078517	Warriors Two	1978
tt0078522	Zero to Sixty	1978
tt0078528	La zizanie	1978
tt0078530	Zoo zéro	1979
tt0078536	The Second Awakening of Christa Klages	1978
tt0078718	And Justice for All	1979
tt0078721	10	1979
tt0078723	1941	1979
tt0078730	The Abandoned Field: Free Fire Zone	1979
tt0078732	Action	1980
tt0078736	Agatha	1979
tt0078740	The Concorde... Airport '79	1979
tt0078741	Ajándék ez a nap	1979
tt0078742	The Woman with Red Hair	1979
tt0078748	Alien	1979
tt0078749	Alien 2: On Earth	1980
tt0078751	Alison's Birthday	1981
tt0078754	All That Jazz	1979
tt0078757	An Almost Perfect Affair	1979
tt0078760	Cindy's Love Games	1979
tt0078763	Camera Buff	1979
tt0078765	The American Success Company	1979
tt0078766	Americathon	1979
tt0078767	The Amityville Horror	1979
tt0078770	Amori miei	1978
tt0078771	Love on the Run	1979
tt0078778	Angels' Brigade	1979
tt0078780	Animalympics	1980
tt0078784	A Respectable Life	1979
tt0078788	Apocalypse Now	1979
tt0078790	The Apple Dumpling Gang Rides Again	1979
tt0078792	Arabian Adventure	1979
tt0078797	Arrebato	1979
tt0078799	Artista, dolarii si Ardelenii	1980
tt0078801	Ashanti	1979
tt0078802	Assassination on the Tiber	1979
tt0078806	The Attic	1980
tt0078812	Avalanche Express	1979
tt0078813	The Miser	1980
tt0078831	The Battle of Chile: Part III	1979
tt0078832	Partizanska eskadrila	1979
tt0078836	Bear Island	1979
tt0078841	Being There	1979
tt0078856	Beyond the Poseidon Adventure	1979
tt0078857	Without Anesthesia	1978
tt0078861	Ticket of No Return	1979
tt0078867	The Bitch	1979
tt0078868	Confidence	1980
tt0078869	The Black Hole	1979
tt0078870	Black Jack	1979
tt0078871	The Queen of Black Magic	1981
tt0078872	The Black Stallion	1979
tt0078873	Blank Generation	1980
tt0078874	Blue Bird	1979
tt0078875	The Tin Drum	1979
tt0078876	Ion: Blestemul pamîntului, blestemul iubirii	1980
tt0078878	Bloodbrothers	1978
tt0078879	Bloodline	1979
tt0078884	Odd Couple	1979
tt0078886	Boardwalk	1979
tt0078894	Good Riddance	1980
tt0078897	Bosko Buha	1978
tt0078898	Boulevard Nights	1979
tt0078902	Breaking Away	1979
tt0078907	French Fried Vacation 2	1979
tt0078908	The Brood	1979
tt0078913	Buffet Froid	1979
tt0078915	The Bugs Bunny/Road-Runner Movie	1979
tt0078916	Beyond the Darkness	1979
tt0078917	Good News	1979
tt0078919	Butch and Sundance: The Early Days	1979
tt0078923	It's Not Me, It's Him	1980
tt0078924	C.H.O.M.P.S.	1979
tt0078926	The Good Thief	1980
tt0078928	California Dreaming	1979
tt0078930	The Traveller	1979
tt0078934	Caniche	1979
tt0078935	Cannibal Holocaust	1980
tt0078936	White Cannibal Queen	1980
tt0078947	Cause toujours... tu m'intéresses!	1979
tt0078950	The Champ	1979
tt0078952	Chapter Two	1979
tt0078954	Charles and Lucie	1979
tt0078962	The Horse of Pride	1980
tt0078963	Seeking Asylum	1979
tt0078966	The China Syndrome	1979
tt0078969	Stroke of Death	1979
tt0078975	Circle of Iron	1978
tt0078976	City on Fire	1979
tt0078978	Womanlight	1979
tt0078989	Concorde Affaire '79	1979
tt0078991	Confessions from the David Galaxy Affair	1979
tt0078995	I contrabbandieri di Santa Lucia	1979
tt0079002	Hothead	1979
tt0079003	Courage fuyons	1979
tt0079007	The Cuenca Crime	1980
tt0079010	Christ Stopped at Eboli	1979
tt0079013	Cuba	1979
tt0079020	Que Viva Mexico	1979
tt0079023	From the Cloud to the Resistance	1979
tt0079027	The Dark	1979
tt0079031	Day of the Assassin	1979
tt0079039	Delirium	1979
tt0079041	Demon Pond	1979
tt0079043	The Magnificent Ruffians	1979
tt0079048	Cops and Robbers	1979
tt0079051	The Butterfly Murders	1979
tt0079054	To Forget Venice	1979
tt0079058	The Divine Nymph	1975
tt0079060	Dizengoff 99	1979
tt0079063	Don Giovanni	1979
tt0079068	Dr. Jekyll Likes Them Hot	1979
tt0079073	Dracula	1979
tt0079074	Dracula Sucks	1978
tt0079075	Dracula and Son	1976
tt0079077	Mimi	1979
tt0079082	The Driller Killer	1979
tt0079083	The Third Generation	1979
tt0079086	The Hussy	1979
tt0079087	You're Out of Your Mind, Maggie	1979
tt0079090	The Conductor	1980
tt0079091	Memoirs of a French Whore	1979
tt0079094	Eagle's Wing	1979
tt0079095	The Marriage of Maria Braun	1979
tt0079100	The Electric Horseman	1979
tt0079104	Emanuelle, Queen of Sados	1980
tt0079107	The End of the Rainbow	1979
tt0079111	Ernesto	1979
tt0079115	Escape from Hell	1980
tt0079116	Escape from Alcatraz	1979
tt0079117	Escape to Athena	1979
tt0079118	Lemon Popsicle	1978
tt0079123	The Europeans	1979
tt0079128	The Evictors	1979
tt0079132	The Family, Fine, Thanks	1979
tt0079135	Fascination	1979
tt0079136	Fast Break	1979
tt0079137	Fast Charlie... the Moonbeam Rider	1979
tt0079138	Fast Company	1979
tt0079142	The Fearless Young Boxer	1979
tt0079144	Felicity	1978
tt0079145	La femme flic	1980
tt0079147	Mad Monkey Kung Fu	1979
tt0079148	The Deadly Breaking Sword	1979
tt0079152	The Fifth Musketeer	1979
tt0079153	Firepower	1979
tt0079154	The Fish That Saved Pittsburgh	1979
tt0079156	The Great Alligator	1979
tt0079168	A Force of One	1979
tt0079176	French Postcards	1979
tt0079180	The Frisco Kid	1979
tt0079182	Vengeance Is Mine	1979
tt0079183	Full Moon Scimitar	1979
tt0079193	The Garage	1980
tt0079200	The Gendarme and the Extra-Terrestrials	1979
tt0079204	Case #1, Case #2	1979
tt0079207	Giallo in Venice	1979
tt0079211	Il giocattolo	1979
tt0079218	Going Steady	1979
tt0079219	Going in Style	1979
tt0079221	Gol Maal	1979
tt0079225	Goldengirl	1979
tt0079227	Good Guys Wear Black	1978
tt0079228	Good Luck, Miss Wyckoff	1979
tt0079236	The Great Gambler	1979
tt0079239	The Great Santini	1979
tt0079240	The Great Train Robbery	1978
tt0079241	Grijpstra & De Gier	1979
tt0079251	The Other One's Mug	1979
tt0079252	Le Guignolo	1980
tt0079258	Foam Bath	1980
tt0079260	Haine	1980
tt0079261	Hair	1979
tt0079264	Die Hamburger Krankheit	1979
tt0079268	Hanover Street	1979
tt0079271	Hardcore	1979
tt0079278	Chilly Scenes of Winter	1979
tt0079285	Saturn 3	1980
tt0079290	Her Name Was Lisa	1979
tt0079293	Phoenix 2772	1980
tt0079300	The Hollywood Strangler Meets the Skid Row Slasher	1979
tt0079315	The Fearless Hyena	1979
tt0079317	Hunter in the Dark	1979
tt0079320	Immoral Women	1979
tt0079322	I... For Icarus	1979
tt0079336	The In-Laws	1979
tt0079342	L'insegnante al mare con tutta la classe	1980
tt0079351	I'm for the Hippopotamus	1979
tt0079355	Jaani Dushman	1979
tt0079359	I Am Maria	1979
tt0079367	The Jerk	1979
tt0079368	The Jesus Film	1979
tt0079371	The Kung Fu Instructor	1979
tt0079372	The Kid with the Golden Arm	1979
tt0079376	The Proud Twins	1979
tt0079382	Jurmana	1979
tt0079384	Just You and Me, Kid	1979
tt0079385	Justine and the Whip	1979
tt0079386	Kaala Patthar	1979
tt0079400	The Kids Are Alright	1979
tt0079404	The Adventures of Kosuke Kindaichi	1979
tt0079406	King Frat	1979
tt0079407	A kis Valentinó	1979
tt0079413	Crew Cut	1979
tt0079417	Kramer vs. Kramer	1979
tt0079428	The Lady Vanishes	1979
tt0079429	The Lady in Red	1979
tt0079430	The Band	1978
tt0079432	Dirty Ho	1979
tt0079437	Last Embrace	1979
tt0079444	The Last of the Knucklemen	1979
tt0079445	The Late Great Planet Earth	1978
tt0079447	The Unknown Soldier's Patent Leather Shoes	1979
tt0079449	Laura	1979
tt0079450	The Legacy	1978
tt0079454	Legend of the Bat	1978
tt0079467	La liceale, il diavolo e l'acquasanta	1979
tt0079470	Life of Brian	1979
tt0079472	The Magnificent Butcher	1979
tt0079477	A Little Romance	1979
tt0079478	Duel of the Seven Tigers	1979
tt0079480	Llámenme Mike	1979
tt0079482	Long Weekend	1978
tt0079484	Dragon Fist	1979
tt0079486	Lost and Found	1979
tt0079488	Love and Bullets	1979
tt0079489	Love at First Bite	1979
tt0079495	Luna	1979
tt0079497	Operation Leopard	1980
tt0079501	Mad Max	1979
tt0079504	The Magician of Lublin	1979
tt0079509	Fantasy Mission Force	1983
tt0079510	The Main Event	1979
tt0079512	Malabimba	1979
tt0079514	Malibu High	1979
tt0079517	Mama Turns 100	1979
tt0079520	A Man, a Woman and a Bank	1979
tt0079522	Manhattan	1979
tt0079523	Velvet Hands	1979
tt0079527	The Spiritual Boxer, Part II	1979
tt0079534	Martijn en de magiër	1979
tt0079540	Meatballs	1979
tt0079542	Meetings with Remarkable Men	1979
tt0079548	Messidor	1979
tt0079550	Meteor	1979
tt0079570	No More Easy Life	1979
tt0079573	Monstroid	1980
tt0079574	Moonraker	1979
tt0079576	More American Graffiti	1979
tt0079579	Moscow Does Not Believe in Tears	1980
tt0079580	Adventures of the Wilderness Family 3	1979
tt0079583	Mr. Mike's Mondo Video	1979
tt0079584	Mr. Natwarlal	1979
tt0079586	Girl with the Golden Panties	1980
tt0079588	The Muppet Movie	1979
tt0079590	Muqaddar Ka Sikandar	1978
tt0079592	Murder by Decree	1979
tt0079596	My Brilliant Career	1979
tt0079601	Short Memory	1979
tt0079604	Na pytlacke stezce	1979
tt0079606	National Class Category Up to 785 Ccm	1979
tt0079609	Dance of the Drunken Mantis	1979
tt0079613	Natural Enemies	1979
tt0079614	Nauker	1979
tt0079615	Uncle Marin, the Billionaire	1979
tt0079617	The Truth on the Savolta Affair	1980
tt0079619	A Few Days from the Life of I.I. Oblomov	1980
tt0079624	Secrets of a French Maid	1980
tt0079625	The Nest	1980
tt0079626	Night Creature	1978
tt0079630	A Nightingale Sang in Berkeley Square	1980
tt0079631	Nightwing	1979
tt0079638	Norma Rae	1979
tt0079639	The North Avenue Irregulars	1979
tt0079640	North Dallas Forty	1979
tt0079641	Nosferatu the Vampyre	1979
tt0079642	Erotic Nights of the Living Dead	1980
tt0079643	1922	1978
tt0079645	Novinar	1979
tt0079648	Nutcracker Fantasy	1979
tt0079652	The Odd Angry Shot	1979
tt0079655	Ogro	1979
tt0079657	My Son! My Son!	1979
tt0079659	Occupation in 26 Pictures	1978
tt0079660	Old Boyfriends	1979
tt0079661	Olsenbanden og Dynamitt-Harry mot nye høyder	1979
tt0079668	The Onion Field	1979
tt0079672	Opening Night	1977
tt0079679	Autumn Marathon	1979
tt0079687	The Outsider	1979
tt0079688	Over the Edge	1979
tt0079694	Panelstory or Birth of a Community	1980
tt0079696	The Maids of Wilko	1979
tt0079700	The Passage	1979
tt0079701	Graduate First	1978
tt0079702	Hot Potato	1979
tt0079703	The Patriotic Woman	1979
tt0079709	Penitentiary	1979
tt0079710	A Perfect Couple	1979
tt0079714	Phantasm	1979
tt0079718	Flatfoot in Egypt	1980
tt0079737	Il porno shop della settima strada	1979
tt0079738	Doing Time	1979
tt0079742	Why Not!	1977
tt0079744	Getting to Know the Big, Wide World	1980
tt0079745	The Meadow	1979
tt0079749	Adventures of Ali-Baba and the Forty Thieves	1980
tt0079753	The Prisoner of Zenda	1979
tt0079754	The Prize Fighter	1979
tt0079757	Promises in the Dark	1979
tt0079758	Prophecy	1979
tt0079759	Orchestra Rehearsal	1978
tt0079761	The Red Sweater	1979
tt0079763	Punk in London	1977
tt0079764	Five Evenings	1979
tt0079766	Quadrophenia	1979
tt0079770	Quintet	1979
tt0079771	Racquet	1979
tt0079773	Radio On	1979
tt0079776	Ratataplan	1979
tt0079777	Ravagers	1979
tt0079781	Real Life	1979
tt0079788	Zombie Holocaust	1980
tt0079794	Repmånad eller Hur man gör pojkar av män	1979
tt0079797	Return to the Beloved	1979
tt0079803	Return of the Tiger	1977
tt0079806	Rich Kids	1979
tt0079807	Richard Pryor: Live in Concert	1979
tt0079808	The Riddle of the Sands	1979
tt0079813	Rock 'n' Roll High School	1979
tt0079814	Rockshow	1980
tt0079815	Rockers	1978
tt0079817	Rocky II	1979
tt0079820	The King and the Mockingbird	1980
tt0079822	Roller Boogie	1979
tt0079826	The Rose	1979
tt0079831	The Runner Stumbles	1979
tt0079833	Lupin III: The Castle of Cagliostro	1979
tt0079837	Saturday, Sunday and Friday	1979
tt0079839	Fun Is Beautiful	1980
tt0079841	Journey of the Stone	1978
tt0079843	Saint Jack	1979
tt0079845	A Leap in the Dark	1980
tt0079854	Every Man for Himself	1980
tt0079855	Savage Weekend	1979
tt0079858	Scavenger Hunt	1979
tt0079864	Train Station Pickups	1979
tt0079866	Sisters, or The Balance of Happiness	1979
tt0079867	Just a Gigolo	1978
tt0079869	Screams of a Winter Night	1979
tt0079871	Scum	1979
tt0079875	The Seduction of Joe Tynan	1979
tt0079886	Legend of the Mountain	1979
tt0079889	Sankarabharanam	1980
tt0079891	The Shaolin Temple	1982
tt0079892	A Slice of Death	1979
tt0079893	Shaolin Invincible Sticks	1978
tt0079894	The Shape of Things to Come	1979
tt0079896	The Brave Archer III	1981
tt0079899	Brave Archer and His Mate	1982
tt0079901	Life Gamble	1978
tt0079907	Siberiade	1979
tt0079912	Skatetown U.S.A.	1979
tt0079913	Skin-Flicks	1978
tt0079915	Skullduggery	1983
tt0079917	The Day After Halloween	1979
tt0079919	Los sobrevivientes	1979
tt0079920	The Brontë Sisters	1979
tt0079924	Solo Sunny	1980
tt0079931	Something Short of Paradise	1979
tt0079937	Spaced Out	1979
tt0079943	Squadra antigangsters	1979
tt0079944	Stalker	1979
tt0079945	Star Trek: The Motion Picture	1979
tt0079946	Starcrash	1978
tt0079948	Starting Over	1979
tt0079963	Suhaag	1979
tt0079965	Summer Camp	1979
tt0079974	Swap Meet	1979
tt0079980	Serie Noire	1979
tt0079985	The Secret Life of Nikola Tesla	1980
tt0079988	Tarka the Otter	1979
tt0079997	Ballad of Tara	1979
tt0079999	The Theme	1979
tt0080002	Ten Tigers of Kwangtung	1980
tt0080004	Tenda dos Milagres	1977
tt0080009	Tess	1979
tt0080010	Pilot Pirx's Inquest	1979
tt0080012	That Sinking Feeling	1979
tt0080013	That Summer!	1979
tt0080016	Thirst	1979
tt0080024	Tim	1979
tt0080025	Time After Time	1979
tt0080031	Tom Horn	1980
tt0080038	The Medic	1979
tt0080040	Tourist Trap	1979
tt0080051	Twice a Woman	1979
tt0080054	La tía Alejandra	1980
tt0080057	Zombie	1979
tt0080061	A Very Special Woman	1979
tt0080062	Unidentified Flying Oddball	1979
tt0080066	Up from the Depths	1979
tt0080073	V moey smerti proshu vinit Klavu K.	1980
tt0080075	Madness	1980
tt0080080	Vampire Hookers	1978
tt0080081	Van Nuys Blvd.	1979
tt0080083	Vavilon XX	1979
tt0080084	Vedo nudo	1969
tt0080094	Lovers and Liars	1979
tt0080095	I viaggiatori della sera	1979
tt0080097	The Villain	1979
tt0080100	The Visitor	1979
tt0080103	Voices	1979
tt0080109	A Woman Like Eve	1979
tt0080110	Woman Between Wolf and Dog	1979
tt0080114	Walk Proud	1979
tt0080116	Wanda Nevada	1979
tt0080117	The Wanderers	1979
tt0080118	The War at Home	1979
tt0080120	The Warriors	1979
tt0080125	West Indies	1979
tt0080130	When a Stranger Calls	1979
tt0080139	Winter Kills	1979
tt0080140	Wise Blood	1979
tt0080148	World of the Drunken Master	1979
tt0080149	Woyzeck	1979
tt0080150	Quiet Is the Night	1978
tt0080151	The Savage Five	1974
tt0080156	The Incredible Kung Fu Master	1979
tt0080157	Yanks	1979
tt0080158	Yesterday's Hero	1979
tt0080159	The Resurrection of the Golden Wolf	1979
tt0080166	Knockabout	1979
tt0080172	Heroes of the East	1978
tt0080173	Sun Dragon	1979
tt0080176	Nightmares	1979
tt0080179	Drunken Master	1978
tt0080180	Zulu Dawn	1979
tt0080184	Us Two	1979
tt0080186	Les égouts du paradis	1979
tt0080310	Breaker Morant	1980
tt0080316	The Battle of Port Arthur	1980
tt0080318	Shaolin Daredevils	1979
tt0080319	9 to 5	1980
tt0080321	AC/DC: Let There Be Rock	1980
tt0080322	Aakrosh	1980
tt0080339	Airplane!	1980
tt0080342	Provincial Actors	1979
tt0080346	The Alien Dead	1980
tt0080354	Alligator	1980
tt0080355	The Boy Soldier	1981
tt0080360	Altered States	1980
tt0080362	The Other Hell	1981
tt0080365	American Gigolo	1980
tt0080373	Light Years Away	1981
tt0080377	Any Which Way You Can	1980
tt0080379	Cannibals in the Streets	1980
tt0080380	The Apple	1980
tt0080388	Atlantic City	1980
